item,item_label,shared_class,shared_label
Q18055732,S100A11P2,Q277338,pseudogene
Q18055733,MRPS36P4,Q277338,pseudogene
Q18055734,MRPS36P5,Q277338,pseudogene
Q18055735,MRPS36P3,Q277338,pseudogene
Q18055736,MRPS36P1,Q277338,pseudogene
Q18055737,MRPS36P2,Q277338,pseudogene
Q18055738,MRPS36P6,Q277338,pseudogene
Q18055740,USP32P3,Q277338,pseudogene
Q18055741,SRP68P3,Q277338,pseudogene
Q18055742,COTL1P2,Q277338,pseudogene
Q18055756,MRPL2P1,Q277338,pseudogene
Q18055758,EP400P1,Q277338,pseudogene
Q18055759,NLRP9P1,Q277338,pseudogene
Q18055766,PKD1P5,Q277338,pseudogene
Q18055773,CCDC144CP,Q277338,pseudogene
Q18055778,TERF1P1,Q277338,pseudogene
Q18055788,TPRXL,Q277338,pseudogene
Q18055789,ANKRD18DP,Q277338,pseudogene
Q18055790,RAF1P1,Q277338,pseudogene
Q18055791,FAM86EP,Q277338,pseudogene
Q18055800,DPY19L2P2,Q277338,pseudogene
Q18055801,CYCSP20,Q277338,pseudogene
Q18055803,CYCSP3,Q277338,pseudogene
Q18055805,NANOGP10,Q277338,pseudogene
Q18055806,NANOGP9,Q277338,pseudogene
Q18055807,CYCSP44,Q277338,pseudogene
Q18055809,TUBB1P1,Q277338,pseudogene
Q18055813,VENTXP3,Q277338,pseudogene
Q18055814,MRPS18CP4,Q277338,pseudogene
Q18055815,MRPS21P8,Q277338,pseudogene
Q18055817,MRPL50P1,Q277338,pseudogene
Q18055818,MRPS31P1,Q277338,pseudogene
Q18055819,MRPL51P1,Q277338,pseudogene
Q18055820,MRPS23P1,Q277338,pseudogene
Q18055821,CYCSP45,Q277338,pseudogene
Q18055822,GYG2P1,Q277338,pseudogene
Q18055823,GPR143P,Q277338,pseudogene
Q18055824,CTBP2P1,Q277338,pseudogene
Q18055830,MICF,Q277338,pseudogene
Q18055833,HLA-P,Q277338,pseudogene
Q18055834,HLA-T,Q277338,pseudogene
Q18055835,HLA-U,Q277338,pseudogene
Q18055836,HLA-W,Q277338,pseudogene
Q18055837,MICG,Q277338,pseudogene
Q18055841,HCG4P3,Q277338,pseudogene
Q18055842,HCG4P4,Q277338,pseudogene
Q18055843,HCG4P5,Q277338,pseudogene
Q18055844,HCG4P7,Q277338,pseudogene
Q18055845,HCG4P8,Q277338,pseudogene
Q18055846,RPL7AP7,Q277338,pseudogene
Q18055847,HCG4P9,Q277338,pseudogene
Q18055848,HCG9P5,Q277338,pseudogene
Q18055849,HCG4P11,Q277338,pseudogene
Q18055851,RAET1F,Q277338,pseudogene
Q18055853,RAET1M,Q277338,pseudogene
Q18055872,CAP2P1,Q277338,pseudogene
Q18055876,KRT16P6,Q277338,pseudogene
Q18055877,KRT16P5,Q277338,pseudogene
Q18055880,RAMACL,Q277338,pseudogene
Q18055889,PSIP1P1,Q277338,pseudogene
Q18055897,PKD1P6,Q277338,pseudogene
Q18055898,PKD1P4,Q277338,pseudogene
Q18055904,RNA18SP2,Q277338,pseudogene
Q18055905,MRPL57P2,Q277338,pseudogene
Q18055906,MRPL57P3,Q277338,pseudogene
Q18055907,MRPL57P7,Q277338,pseudogene
Q18055908,MRPL57P8,Q277338,pseudogene
Q18061289,CSPG4P12,Q277338,pseudogene
Q18061290,RPSAP30,Q277338,pseudogene
Q18061292,RPL7AP26,Q277338,pseudogene
Q18061294,TSPY9,Q277338,pseudogene
Q18061295,RPL23AP18,Q277338,pseudogene
Q18061297,RPL7AP70,Q277338,pseudogene
Q18061299,CHCHD4P4,Q277338,pseudogene
Q18061300,ANKRD20A6P,Q277338,pseudogene
Q18061302,ST13P11,Q277338,pseudogene
Q18061304,KRT8P31,Q277338,pseudogene
Q18061307,DUX4L16,Q277338,pseudogene
Q18061309,HNRNPA1P50,Q277338,pseudogene
Q18061312,RPL7AP36,Q277338,pseudogene
Q18061318,RPL36AP7,Q277338,pseudogene
Q18061319,RPL23AP75,Q277338,pseudogene
Q18061325,GGTLC3,Q277338,pseudogene
Q18061329,UBTFL5,Q277338,pseudogene
Q18061330,PI4KAP1,Q277338,pseudogene
Q18061331,HMGN2P16,Q277338,pseudogene
Q18061336,RPS12P29,Q277338,pseudogene
Q18061338,ABCB10P3,Q277338,pseudogene
Q18061348,KRT18P5,Q277338,pseudogene
Q18061351,RPL26P24,Q277338,pseudogene
Q18061352,RPL7AP31,Q277338,pseudogene
Q18061355,CHCHD2P2,Q277338,pseudogene
Q18061356,HMGN1P21,Q277338,pseudogene
Q18061360,GLRX3P2,Q277338,pseudogene
Q18061364,EIF2S2P4,Q277338,pseudogene
Q18061368,RPL6P16,Q277338,pseudogene
Q18061373,RPL9P21,Q277338,pseudogene
Q18061374,ARHGEF34P,Q277338,pseudogene
Q18061378,RPL7P26,Q277338,pseudogene
Q18061379,NRBF2P4,Q277338,pseudogene
Q18061381,DNM1P30,Q277338,pseudogene
Q18061386,TPI1P3,Q277338,pseudogene
Q18061393,PARGP1,Q277338,pseudogene
Q18061396,DUX4L2,Q277338,pseudogene
Q18061398,GUSBP1,Q277338,pseudogene
Q18061400,POM121L7P,Q277338,pseudogene
Q18061405,RPS15P1,Q277338,pseudogene
Q18061408,FAM90A20P,Q277338,pseudogene
Q18061413,ICE2P2,Q277338,pseudogene
Q18061422,TEX28P1,Q277338,pseudogene
Q18061424,PPIEL,Q277338,pseudogene
Q18061428,RPS28P6,Q277338,pseudogene
Q18061438,SNX5P2,Q277338,pseudogene
Q18061440,BCRP6,Q277338,pseudogene
Q18061442,GOLGA2P8,Q277338,pseudogene
Q18061445,RPL23AP21,Q277338,pseudogene
Q18061446,RPL23AP61,Q277338,pseudogene
Q18061447,RPL7AP64,Q277338,pseudogene
Q18061450,DPPA3P1,Q277338,pseudogene
Q18061453,RPL21P75,Q277338,pseudogene
Q18061454,WDR82P1,Q277338,pseudogene
Q18061455,RPS19P7,Q277338,pseudogene
Q18061456,PNMA6B,Q277338,pseudogene
Q18061458,RPL23AP24,Q277338,pseudogene
Q18061460,RPL9P17,Q277338,pseudogene
Q18061461,SPDYE8,Q277338,pseudogene
Q18061462,DYNC1I2P1,Q277338,pseudogene
Q18061464,RPL23AP77,Q277338,pseudogene
Q18061465,RPS8P8,Q277338,pseudogene
Q18061466,MEMO1P1,Q277338,pseudogene
Q18061469,RPSAP45,Q277338,pseudogene
Q18061470,GMPSP1,Q277338,pseudogene
Q18061472,RPL23AP48,Q277338,pseudogene
Q18061474,RPL32P11,Q277338,pseudogene
Q18061475,RPL15P7,Q277338,pseudogene
Q18061479,NAP1L4P1,Q277338,pseudogene
Q18061480,RPS27AP11,Q277338,pseudogene
Q18061488,CIAPIN1P,Q277338,pseudogene
Q18061491,SDHAP3,Q277338,pseudogene
Q18061492,BMS1P10,Q277338,pseudogene
Q18061493,DNAJA1P4,Q277338,pseudogene
Q18061494,CICP13,Q277338,pseudogene
Q18061495,ASB9P1,Q277338,pseudogene
Q18061496,RPL7P22,Q277338,pseudogene
Q18061499,SKP1P2,Q277338,pseudogene
Q18061500,TPI1P4,Q277338,pseudogene
Q18061501,HMGN2P3,Q277338,pseudogene
Q18061502,GTF2F2P2,Q277338,pseudogene
Q18061504,KRT8P3,Q277338,pseudogene
Q18061505,FAM133CP,Q277338,pseudogene
Q18061507,FABP5P7,Q277338,pseudogene
Q18061509,HNRNPA1P33,Q277338,pseudogene
Q18061512,DUSP8P4,Q277338,pseudogene
Q18061514,RPL13AP5,Q277338,pseudogene
Q18061517,API5P2,Q277338,pseudogene
Q18061518,PRELID1P1,Q277338,pseudogene
Q18061519,SMCO4P1,Q277338,pseudogene
Q18061521,RPL21P105,Q277338,pseudogene
Q18061523,EIF4A1P4,Q277338,pseudogene
Q18061525,SUGT1P2,Q277338,pseudogene
Q18061526,FAM177A1P1,Q277338,pseudogene
Q18061532,FABP5P8,Q277338,pseudogene
Q18061533,HNRNPA1P53,Q277338,pseudogene
Q18061537,TATDN1P1,Q277338,pseudogene
Q18061539,FAM90A17,Q277338,pseudogene
Q18061541,THAP12P1,Q277338,pseudogene
Q18061542,FAM90A19,Q277338,pseudogene
Q18059553,RPS29P18,Q277338,pseudogene
Q18059554,HSPD1P1,Q277338,pseudogene
Q18059555,RPL7P59,Q277338,pseudogene
Q18059556,ACTBP1,Q277338,pseudogene
Q18059557,ST13P18,Q277338,pseudogene
Q18059561,KRT18P57,Q277338,pseudogene
Q18059562,CDC42P2,Q277338,pseudogene
Q18059564,RPL5P4,Q277338,pseudogene
Q18059565,SAPCD2P3,Q277338,pseudogene
Q18059566,RPS27AP16,Q277338,pseudogene
Q18059570,UNC93B4,Q277338,pseudogene
Q18059573,BTF3P16,Q277338,pseudogene
Q18059577,TPT1P13,Q277338,pseudogene
Q18059578,RBMS2P1,Q277338,pseudogene
Q18059579,TRIM43CP,Q277338,pseudogene
Q18059580,RNPS1P1,Q277338,pseudogene
Q18059581,KRT8P49,Q277338,pseudogene
Q18059582,DUSP5P2,Q277338,pseudogene
Q18059583,SURF6P1,Q277338,pseudogene
Q18059584,KRT18P12,Q277338,pseudogene
Q18059587,RPL11P5,Q277338,pseudogene
Q18059589,TARDBPP1,Q277338,pseudogene
Q18059590,RPL7P57,Q277338,pseudogene
Q18059592,RPL29P26,Q277338,pseudogene
Q18059593,KCTD9P2,Q277338,pseudogene
Q18059594,VDAC1P10,Q277338,pseudogene
Q18059595,RPL12P33,Q277338,pseudogene
Q18059596,EEF1A1P15,Q277338,pseudogene
Q18059597,AKR1B10P2,Q277338,pseudogene
Q18059599,PKMP1,Q277338,pseudogene
Q18059601,NR1H5P,Q277338,pseudogene
Q18059602,UBTFL6,Q277338,pseudogene
Q18059603,RPSAP8,Q277338,pseudogene
Q18059604,RPS18P8,Q277338,pseudogene
Q18059605,GLYATL1P4,Q277338,pseudogene
Q18059607,HSD17B1P1,Q277338,pseudogene
Q18059611,RPL35P8,Q277338,pseudogene
Q18059613,PSMC1P9,Q277338,pseudogene
Q18059617,HNRNPA3P3,Q277338,pseudogene
Q18059620,SCGB1B2P,Q277338,pseudogene
Q18059622,GAPDHP31,Q277338,pseudogene
Q18059626,CDC42P6,Q277338,pseudogene
Q18059627,PSMC1P6,Q277338,pseudogene
Q18059628,PNPLA10P,Q277338,pseudogene
Q18059629,RPLP0P5,Q277338,pseudogene
Q18059631,HMGN1P38,Q277338,pseudogene
Q18059635,CNTNAP3P2,Q277338,pseudogene
Q18059636,PDCL3P2,Q277338,pseudogene
Q18059642,RPL31P32,Q277338,pseudogene
Q18059645,KRT18P30,Q277338,pseudogene
Q18059646,FEM1AP3,Q277338,pseudogene
Q18059647,RPL17P34,Q277338,pseudogene
Q18059648,KRT126P,Q277338,pseudogene
Q18059653,TPT1P6,Q277338,pseudogene
Q18059654,HMGN2P6,Q277338,pseudogene
Q18059655,EIF4BP7,Q277338,pseudogene
Q18059656,CNN3P1,Q277338,pseudogene
Q18059657,FKBP4P8,Q277338,pseudogene
Q18059658,SOCS5P5,Q277338,pseudogene
Q18059659,ARL2BPP2,Q277338,pseudogene
Q18059662,RPL7P27,Q277338,pseudogene
Q18059663,SPDYE9,Q277338,pseudogene
Q18059665,MORF4L2P1,Q277338,pseudogene
Q18059666,RPS3AP20,Q277338,pseudogene
Q18059667,PHKG1P1,Q277338,pseudogene
Q18059668,RPLP2P3,Q277338,pseudogene
Q18059669,RPSAP43,Q277338,pseudogene
Q18059671,RPS2P18,Q277338,pseudogene
Q18059673,RPL7P29,Q277338,pseudogene
Q18059674,RPL6P13,Q277338,pseudogene
Q18059675,FOXN3P1,Q277338,pseudogene
Q18059677,RPS3AP36,Q277338,pseudogene
Q18059678,HSFY4P,Q277338,pseudogene
Q18059680,RPS2P26,Q277338,pseudogene
Q18059681,VDAC2P2,Q277338,pseudogene
Q18059682,ARAFP2,Q277338,pseudogene
Q18059683,RPS6P3,Q277338,pseudogene
Q18059684,HSPD1P10,Q277338,pseudogene
Q18059685,ZNF734P,Q277338,pseudogene
Q18059688,RPL32P23,Q277338,pseudogene
Q18059690,CTSLP3,Q277338,pseudogene
Q18059691,RPL22P19,Q277338,pseudogene
Q18059692,RPL7AP62,Q277338,pseudogene
Q18059693,KRT18P58,Q277338,pseudogene
Q18059694,PHKG1P2,Q277338,pseudogene
Q18059695,NONOP1,Q277338,pseudogene
Q18059696,HNRNPA1P12,Q277338,pseudogene
Q18059698,SLC25A5P6,Q277338,pseudogene
Q18059702,PYY3,Q277338,pseudogene
Q18059703,HNRNPKP4,Q277338,pseudogene
Q18059706,RPS14P3,Q277338,pseudogene
Q18059707,GLYCAM1,Q277338,pseudogene
Q18059709,BCRP1,Q277338,pseudogene
Q18059710,RPL18AP8,Q277338,pseudogene
Q18059711,PSMC1P12,Q277338,pseudogene
Q18059714,CBX3P9,Q277338,pseudogene
Q18059715,RPL29P18,Q277338,pseudogene
Q18059717,RPSAP50,Q277338,pseudogene
Q18059719,RPS14P9,Q277338,pseudogene
Q18059720,RPL23AP53,Q277338,pseudogene
Q18061543,PIN4P1,Q277338,pseudogene
Q18061545,DNM1P5,Q277338,pseudogene
Q18061546,PABPC1P2,Q277338,pseudogene
Q18061547,RPS15AP25,Q277338,pseudogene
Q18061548,HMGN1P37,Q277338,pseudogene
Q18061550,RPL21P134,Q277338,pseudogene
Q18061551,ANKRD20A20P,Q277338,pseudogene
Q18061552,RPS10P4,Q277338,pseudogene
Q18061553,FRMPD2B,Q277338,pseudogene
Q18061554,NSFP1,Q277338,pseudogene
Q18061556,RPL29P15,Q277338,pseudogene
Q18061557,RPS26P53,Q277338,pseudogene
Q18061561,RPL7P20,Q277338,pseudogene
Q18061562,HMGN1P36,Q277338,pseudogene
Q18061565,PTMAP8,Q277338,pseudogene
Q18061567,CCNB1IP1P1,Q277338,pseudogene
Q18061570,RCN1P2,Q277338,pseudogene
Q18061571,ABHD17AP1,Q277338,pseudogene
Q18061572,PDE4DIPP1,Q277338,pseudogene
Q18061573,HAUS1P1,Q277338,pseudogene
Q18061576,RPL23AP60,Q277338,pseudogene
Q18061578,RPS26P25,Q277338,pseudogene
Q18061579,SUB1P1,Q277338,pseudogene
Q18061581,ZNF680P1,Q277338,pseudogene
Q18061582,RPS19P3,Q277338,pseudogene
Q18061585,RPL7P56,Q277338,pseudogene
Q18061587,RPS15AP10,Q277338,pseudogene
Q18061589,PPP1R2P4,Q277338,pseudogene
Q18061590,RPS27AP7,Q277338,pseudogene
Q18061592,RPL10AP9,Q277338,pseudogene
Q18061593,SLC9A3P3,Q277338,pseudogene
Q18061595,RPL7AP11,Q277338,pseudogene
Q18061596,METTL8P1,Q277338,pseudogene
Q18061597,RPL9P2,Q277338,pseudogene
Q18061598,FTH1P20,Q277338,pseudogene
Q18061599,SKA2P1,Q277338,pseudogene
Q18061602,NUTM2HP,Q277338,pseudogene
Q18061604,RPL36P20,Q277338,pseudogene
Q18061605,FAAHP1,Q277338,pseudogene
Q18061606,RPL29P3,Q277338,pseudogene
Q18061608,RPL17P50,Q277338,pseudogene
Q18061611,KRT18P29,Q277338,pseudogene
Q18061613,CIBAR1P1,Q277338,pseudogene
Q18061614,RPL36AP23,Q277338,pseudogene
Q18061615,RPSAP21,Q277338,pseudogene
Q18061619,BMS1P4,Q277338,pseudogene
Q18061620,RPS4XP14,Q277338,pseudogene
Q18061621,IMMP1LP1,Q277338,pseudogene
Q18061622,HNRNPA1P22,Q277338,pseudogene
Q18061623,HMGB2P1,Q277338,pseudogene
Q18061625,RPL7P21,Q277338,pseudogene
Q18061626,KRT8P7,Q277338,pseudogene
Q18061627,RPLP1P2,Q277338,pseudogene
Q18061628,RPL9P28,Q277338,pseudogene
Q18061629,NUS1P1,Q277338,pseudogene
Q18061630,RPS3AP14,Q277338,pseudogene
Q18061631,GTF2IRD1P1,Q277338,pseudogene
Q18061634,FABP5P2,Q277338,pseudogene
Q18061635,ANKRD20A8P,Q277338,pseudogene
Q18061636,KATNBL1P6,Q277338,pseudogene
Q18061639,FAM91A3P,Q277338,pseudogene
Q18061640,RPS26P58,Q277338,pseudogene
Q18061641,UNC93B5,Q277338,pseudogene
Q18061642,ANAPC10P1,Q277338,pseudogene
Q18061645,RPL31P30,Q277338,pseudogene
Q18061646,RPL21P14,Q277338,pseudogene
Q18061647,RPSAP26,Q277338,pseudogene
Q18061648,KRT18P15,Q277338,pseudogene
Q18061649,RPL13AP26,Q277338,pseudogene
Q18061650,RPL32P29,Q277338,pseudogene
Q18061652,FAHD2CP,Q277338,pseudogene
Q18061653,RPS13P2,Q277338,pseudogene
Q18061656,RPL21P117,Q277338,pseudogene
Q18061660,ZBTB45P2,Q277338,pseudogene
Q18061661,KLHL2P1,Q277338,pseudogene
Q18061663,KRT16P1,Q277338,pseudogene
Q18061664,RPS24P4,Q277338,pseudogene
Q18061666,RPS11P6,Q277338,pseudogene
Q18061667,RPL17P43,Q277338,pseudogene
Q18061670,RPS2P53,Q277338,pseudogene
Q18061671,RPL23AP47,Q277338,pseudogene
Q18061672,RPL28P5,Q277338,pseudogene
Q18061674,RPS18P10,Q277338,pseudogene
Q18061676,PCNPP3,Q277338,pseudogene
Q18061677,PMS2P8,Q277338,pseudogene
Q18061678,RPL17P9,Q277338,pseudogene
Q18061679,RPL31P45,Q277338,pseudogene
Q18061680,KYNUP2,Q277338,pseudogene
Q18061681,KYNUP1,Q277338,pseudogene
Q18061683,KYNUP3,Q277338,pseudogene
Q18061684,MED28P7,Q277338,pseudogene
Q18061686,RPL27P8,Q277338,pseudogene
Q18061687,CETN4P,Q277338,pseudogene
Q18061688,RPL17P36,Q277338,pseudogene
Q18061690,NPM1P46,Q277338,pseudogene
Q18061691,KRT8P24,Q277338,pseudogene
Q18061692,AKR1B1P3,Q277338,pseudogene
Q18061693,RPL17P16,Q277338,pseudogene
Q18061696,RPL36AP37,Q277338,pseudogene
Q18061697,HNRNPA1P51,Q277338,pseudogene
Q18046159,OR51A3P,Q277338,pseudogene
Q18046160,OR52E3P,Q277338,pseudogene
Q18046161,OR4V1P,Q277338,pseudogene
Q18046162,OR7E90P,Q277338,pseudogene
Q18046163,OR13I1P,Q277338,pseudogene
Q18046164,OR7E89P,Q277338,pseudogene
Q18046167,OR6M2P,Q277338,pseudogene
Q18046168,OR2AL1P,Q277338,pseudogene
Q18046170,OR4C4P,Q277338,pseudogene
Q18046500,ABCA11P,Q277338,pseudogene
Q18046504,ZNF767P,Q277338,pseudogene
Q18046515,ZNF702P,Q277338,pseudogene
Q18046556,RPS2P45,Q277338,pseudogene
Q18046560,GNL3LP1,Q277338,pseudogene
Q18046568,TUBA4B,Q277338,pseudogene
Q18046605,GOLGA2P10,Q277338,pseudogene
Q18046690,FER1L4,Q277338,pseudogene
Q18046716,MAPRE1P1,Q277338,pseudogene
Q18046734,LPAL2,Q277338,pseudogene
Q18046740,AKR1D1P1,Q277338,pseudogene
Q18046744,MTIF2P1,Q277338,pseudogene
Q18046844,OR5BJ1P,Q277338,pseudogene
Q18046847,OR5BH1P,Q277338,pseudogene
Q18046848,OR5AW1P,Q277338,pseudogene
Q18046849,OR4W1P,Q277338,pseudogene
Q18046850,OR4K12P,Q277338,pseudogene
Q18046851,OR4K11P,Q277338,pseudogene
Q18046852,OR7A18P,Q277338,pseudogene
Q18046853,OR1AB1P,Q277338,pseudogene
Q18046855,OR4Q1P,Q277338,pseudogene
Q18046856,OR11K1P,Q277338,pseudogene
Q18046857,OR11J2P,Q277338,pseudogene
Q18046858,OR11J1P,Q277338,pseudogene
Q18046859,OR11H3P,Q277338,pseudogene
Q18046860,OR7K1P,Q277338,pseudogene
Q18046861,OR7E106P,Q277338,pseudogene
Q18046862,OR7E105P,Q277338,pseudogene
Q18046865,OR4K16P,Q277338,pseudogene
Q18046870,OR7E111P,Q277338,pseudogene
Q18046872,OR7E104P,Q277338,pseudogene
Q18046873,OR7E101P,Q277338,pseudogene
Q18046874,OR9R1P,Q277338,pseudogene
Q18046875,OR9M1P,Q277338,pseudogene
Q18046876,OR9I3P,Q277338,pseudogene
Q18046878,OR9I2P,Q277338,pseudogene
Q18046879,OR9G3P,Q277338,pseudogene
Q18046880,OR9G2P,Q277338,pseudogene
Q18046881,OR8R1P,Q277338,pseudogene
Q18046882,OR8Q1P,Q277338,pseudogene
Q18046884,OR8L1P,Q277338,pseudogene
Q18046885,OR8K4P,Q277338,pseudogene
Q18046887,OR8J2,Q277338,pseudogene
Q18046888,OR7E128P,Q277338,pseudogene
Q18046889,OR7E126P,Q277338,pseudogene
Q18046890,OR5W1P,Q277338,pseudogene
Q18046891,OR5P4P,Q277338,pseudogene
Q18046892,OR5M13P,Q277338,pseudogene
Q18046894,OR5M12P,Q277338,pseudogene
Q18046895,OR5G5P,Q277338,pseudogene
Q18046896,OR5G4P,Q277338,pseudogene
Q18046897,OR5G3,Q277338,pseudogene
Q18046898,OR5F2P,Q277338,pseudogene
Q18046899,OR5D17P,Q277338,pseudogene
Q18046900,OR5D15P,Q277338,pseudogene
Q18046901,OR5BR1P,Q277338,pseudogene
Q18046902,OR5BQ1P,Q277338,pseudogene
Q18046903,OR5BP1P,Q277338,pseudogene
Q18046904,OR5BN1P,Q277338,pseudogene
Q18046906,OR5BL1P,Q277338,pseudogene
Q18046907,OR5BE1P,Q277338,pseudogene
Q18046908,OR5BC1P,Q277338,pseudogene
Q18046909,OR5BB1P,Q277338,pseudogene
Q18046911,OR5BA1P,Q277338,pseudogene
Q18046912,OR5B19P,Q277338,pseudogene
Q18046913,OR5B15P,Q277338,pseudogene
Q18046914,OR5AQ1P,Q277338,pseudogene
Q18046915,OR5AP1P,Q277338,pseudogene
Q18046916,OR5AN2P,Q277338,pseudogene
Q18046917,OR5AM1P,Q277338,pseudogene
Q18046918,OR5AK3P,Q277338,pseudogene
Q18046919,OR5AK1P,Q277338,pseudogene
Q18046920,OR56A7P,Q277338,pseudogene
Q18046921,OR52Y1P,Q277338,pseudogene
Q18046922,OR52V1P,Q277338,pseudogene
Q18046923,OR52U1P,Q277338,pseudogene
Q18046924,OR52T1P,Q277338,pseudogene
Q18046925,OR52Q1P,Q277338,pseudogene
Q18046926,OR52P1,Q277338,pseudogene
Q18046927,OR52N3P,Q277338,pseudogene
Q18046928,OR52H2P,Q277338,pseudogene
Q18046929,OR52E7P,Q277338,pseudogene
Q18046931,OR52B5P,Q277338,pseudogene
Q18046932,OR52B1P,Q277338,pseudogene
Q18046933,OR51K1P,Q277338,pseudogene
Q18046936,OR51A10P,Q277338,pseudogene
Q18046938,OR4R3P,Q277338,pseudogene
Q18046939,OR4R2P,Q277338,pseudogene
Q18046941,OR4D7P,Q277338,pseudogene
Q18046943,OR4C14P,Q277338,pseudogene
Q18046944,OR4A8,Q277338,pseudogene
Q18057893,OR13Z3P,Q277338,pseudogene
Q18057894,OR1AC1P,Q277338,pseudogene
Q18057895,OR1M4P,Q277338,pseudogene
Q18057896,OR2A41P,Q277338,pseudogene
Q18057898,OR2AO1P,Q277338,pseudogene
Q18057899,OR2AS2P,Q277338,pseudogene
Q18057900,OR2BH1P,Q277338,pseudogene
Q18057902,OR2T32P,Q277338,pseudogene
Q18057904,OR2X1P,Q277338,pseudogene
Q18057905,OR4A41P,Q277338,pseudogene
Q18057906,OR4A42P,Q277338,pseudogene
Q18057907,OR4A44P,Q277338,pseudogene
Q18057908,OR4A45P,Q277338,pseudogene
Q18057909,OR4A46P,Q277338,pseudogene
Q18057912,OR4A48P,Q277338,pseudogene
Q18057913,OR4A49P,Q277338,pseudogene
Q18057914,OR4A50P,Q277338,pseudogene
Q18057917,OR4C48P,Q277338,pseudogene
Q18057918,OR4C49P,Q277338,pseudogene
Q18057919,OR4G11P,Q277338,pseudogene
Q18057920,OR4X7P,Q277338,pseudogene
Q18057921,OR51AB1P,Q277338,pseudogene
Q18057922,OR51B8P,Q277338,pseudogene
Q18057923,OR5AC4P,Q277338,pseudogene
Q18057924,OR5AO1P,Q277338,pseudogene
Q18057927,OR9S24P,Q277338,pseudogene
Q18057928,OR5J7P,Q277338,pseudogene
Q18057931,OR6C64P,Q277338,pseudogene
Q18057933,OR6C66P,Q277338,pseudogene
Q18057935,OR6C69P,Q277338,pseudogene
Q18057936,OR6C72P,Q277338,pseudogene
Q18057937,OR6C73P,Q277338,pseudogene
Q18057938,OR6R2P,Q277338,pseudogene
Q18057939,OR7D11P,Q277338,pseudogene
Q18057942,OR7E154P,Q277338,pseudogene
Q18057944,OR7E155P,Q277338,pseudogene
Q18057945,OR7E159P,Q277338,pseudogene
Q18057946,OR7G15P,Q277338,pseudogene
Q18057947,OR7H2P,Q277338,pseudogene
Q18057948,OR8A3P,Q277338,pseudogene
Q18057949,OR8I4P,Q277338,pseudogene
Q18057950,OR8S21P,Q277338,pseudogene
Q18057951,OR8X1P,Q277338,pseudogene
Q18057955,CIBAR1P2,Q277338,pseudogene
Q18057959,TRIM26BP,Q277338,pseudogene
Q18057960,MTCO3P1,Q277338,pseudogene
Q18057963,PPIHP2,Q277338,pseudogene
Q18057966,UGT1A13P,Q277338,pseudogene
Q18057975,COX8BP,Q277338,pseudogene
Q18057977,RWDD1P1,Q277338,pseudogene
Q18057985,GNRHR2P1,Q277338,pseudogene
Q18057988,FABP5P4,Q277338,pseudogene
Q18057989,SPATA31B1P,Q277338,pseudogene
Q18057997,FXYD6P3,Q277338,pseudogene
Q18058204,NANOGP7,Q277338,pseudogene
Q18058205,NANOGP2,Q277338,pseudogene
Q18058206,NANOGP4,Q277338,pseudogene
Q18058208,NANOGP5,Q277338,pseudogene
Q18058209,NANOGP6,Q277338,pseudogene
Q18058210,NANOGP11,Q277338,pseudogene
Q18058214,SNRPEP2,Q277338,pseudogene
Q18058218,BANF1P2,Q277338,pseudogene
Q18058221,CCNYL2,Q277338,pseudogene
Q18058224,NHP2P1,Q277338,pseudogene
Q18058229,GLUD1P7,Q277338,pseudogene
Q18058231,BMS1P3,Q277338,pseudogene
Q18058232,AGAP12P,Q277338,pseudogene
Q18058234,RPS27P1,Q277338,pseudogene
Q18058235,RPS15AP5,Q277338,pseudogene
Q18058238,SHLD2P1,Q277338,pseudogene
Q18058242,RPSAP6,Q277338,pseudogene
Q18058255,VKORC1P1,Q277338,pseudogene
Q18058256,VKORC1P2,Q277338,pseudogene
Q18058257,TRAPPC2P8,Q277338,pseudogene
Q18058258,TRAPPC2P10,Q277338,pseudogene
Q18058259,TRAPPC2P9,Q277338,pseudogene
Q18058260,ACTG1P11,Q277338,pseudogene
Q18058264,BMS1P18,Q277338,pseudogene
Q18058281,HCG19P,Q277338,pseudogene
Q18058301,ATP5F1EP2,Q277338,pseudogene
Q18058311,IL9RP2,Q277338,pseudogene
Q18058314,PPIAP31,Q277338,pseudogene
Q18058315,RPL7P37,Q277338,pseudogene
Q18058316,IGKV1ORY-1,Q277338,pseudogene
Q18058317,SHLD2P3,Q277338,pseudogene
Q18058319,RPS3AP5,Q277338,pseudogene
Q18058321,DUX4L10,Q277338,pseudogene
Q18058322,DUX4L12,Q277338,pseudogene
Q18058323,DUX4L15,Q277338,pseudogene
Q18058327,RPL23AP65,Q277338,pseudogene
Q18058328,TRIM51HP,Q277338,pseudogene
Q18058329,PGAM1P8,Q277338,pseudogene
Q18058333,RPS12P22,Q277338,pseudogene
Q18058334,TRIM64EP,Q277338,pseudogene
Q18058335,CASP1P2,Q277338,pseudogene
Q18058342,DDX12P,Q277338,pseudogene
Q18058343,RPS6P1,Q277338,pseudogene
Q18058347,TMEM198B,Q277338,pseudogene
Q18058350,HNRNPA1P30,Q277338,pseudogene
Q18058354,TARDBPP2,Q277338,pseudogene
Q18059722,HMGB1P15,Q277338,pseudogene
Q18059723,CCT8P1,Q277338,pseudogene
Q18059724,GOT2P3,Q277338,pseudogene
Q18059726,RPS14P8,Q277338,pseudogene
